linkPVID,calculatedMeanSlope,givenMeanSlope
586494776,0.0,-0.007250000000000001
572246794,0.02741236897674213,-0.14133333333333334
572246795,0.0,-0.075
554712534,0.00913802508336916,0.2028
554712707,5.615264366161388E-8,0.3245
67944903,0.0,0.49033333333333334
67944904,0.0,0.575
51734640,0.027414362962185634,0.7729999999999999
773182339,0.0,0.235
773183922,0.009968528684818172,0.1006842105263158
51734665,-0.004568352565171805,0.05608333333333334
572247118,0.0,0.02925
773185342,0.0,-0.007666666666666666
83708500,0.027411787911551064,-0.04646153846153846
727337780,0.0,-0.04133333333333333
727337781,0.005482270264491969,-0.5256
51833449,0.005482944585061361,0.11124999999999999
586501270,0.0,0.119
586501276,0.0,0.13
51834206,0.0,-0.019
554733925,0.0,-0.148
586531375,-0.0068535687055479265,-0.1376
51834514,0.009138057633755924,-0.0895
540638216,-0.027413937138536456,-0.13
540638217,0.0,-0.057
554733928,-0.027414471114387,-0.01
540617279,0.0,0.0395
572226118,0.013707170256112724,0.036500000000000005
67946748,0.0,-0.24533333333333332
67946749,0.0,-0.158
67946747,0.02741444849939471,-0.1195
51932174,0.0,-0.256
51932176,0.0,-0.307
67946751,0.0,-0.262
67946756,0.0,-0.0695
547984535,0.0,0.17124999999999999
554798281,0.0,-0.045
547984532,0.0,0.127
565437698,0.0,0.03233333333333333
565392878,0.0,0.1622
565392879,0.0,-0.06899999999999999
547983509,0.0,-0.04071428571428574
586810468,0.0,-3.18975
565391346,0.0,-3.0997999999999997
779521608,0.0,-2.8426
565400822,0.0,-1.7664000000000002
746824096,0.006853416367640913,-0.8051999999999999
746230819,0.0068538550005124346,-0.7518
565391378,0.0,-0.7404999999999999
746230818,0.0,-0.358
746230817,0.0,-0.9928333333333333
746230814,0.0,-0.8460000000000001
746824100,0.0,-0.622
799473685,0.0,-0.34299999999999997
799473684,0.0,-0.27466666666666667
565391352,0.0,-0.603
53547841,0.0,-0.14875
565391351,0.0,0.36224999999999996
565391350,0.0,-0.44279999999999997
565391358,-0.005482757354244078,-0.7393333333333333
565391359,0.0,-2.0709999999999997
586810442,0.0,-2.054
586810441,0.0,-1.9165
565391348,0.0030459828349074522,-2.1235
53672588,0.0,-2.9099000000000004
53672543,0.0,-2.815
565391357,0.0,-3.0111999999999997
60930209,0.0,-1.1361428571428571
53544841,0.0,-1.9683333333333335
746572831,0.0,1.13825
746572832,0.0,1.1600000000000001
746342785,0.0,-0.0945
746342786,0.0,-0.268
746342783,0.0,-0.36233333333333334
746342784,0.0,-0.25966666666666666
77301946,0.0,0.24485714285714283
77319385,0.0,0.32842857142857146
565404816,0.0,0.9215000000000001
565444437,0.0,0.8652000000000001
565399919,0.0,1.718
565399920,0.0,2.5275
565399918,0.0,1.2115999999999998
554776790,0.0,-1.3042
586809881,0.0,1.157
779705557,0.0,2.3298
565383822,0.005482996620025845,-0.33805263157894744
565383824,0.0,0.7865
565399984,0.0,0.1456666666666667
565399982,0.003046139018002221,-0.9035263157894736
746824097,0.027415035214302858,-0.7219999999999999
746824098,0.0018276492922902122,-0.7477777777777778
586810470,0.0,-0.755
586810471,0.027413817731488856,-0.762
586810475,4.819871900901829E-8,-0.5346363636363636
756568009,0.0,0.05500000000000001
756568010,0.0,0.25266666666666665
703993890,-0.02741335332071143,0.026333333333333327
51810379,0.0,-0.40249999999999997
51810566,-0.009138065648603899,-0.7295000000000001
51810148,0.0,0.028333333333333332
51810375,0.0,-0.0795
51810373,0.0,-0.060000000000000005
51810372,0.0,0.2445
762906509,0.0,0.664
51810207,0.0,0.722
51810204,0.0,0.967
51810203,0.0,1.0510000000000002
51810224,0.0,0.279
51810226,0.0,0.27649999999999997
572235103,0.0,0.3145
756568012,0.027414449835989573,0.8295999999999999
51958949,3.422150086102721E-7,1.054125
51958889,0.0,1.1018333333333332
764711059,0.0,1.2959999999999998
764711060,0.0,1.479
51960847,0.0,1.4020000000000001
764711074,0.0,0.4285
764711075,0.0,0.21166666666666667
51958721,0.02741470166523372,0.8200000000000001
51958694,0.0,0.5645
51958671,2.676875369390823E-8,0.16359999999999997
764711064,0.0,0.15449999999999997
764711063,0.0,0.39399999999999996
554739123,0.0,0.33299999999999996
586505589,0.0,0.20850000000000002
572225502,-0.027414297786328715,0.17099999999999999
572225501,0.0,0.0246
51958797,0.02741443436956119,-0.11133333333333334
51960833,0.0,-0.15475
572198058,0.0,-0.301
572198057,0.0,0.4296666666666667
764711082,-0.027414340486747027,0.4141428571428572
764711083,-0.009138034444530254,-0.21459999999999999
51959911,0.0,0.202
572198060,0.0,0.36325
572198059,0.0,0.07325
572198061,0.013707459128552113,-0.16385714285714287
586489018,-0.02741463789583262,0.030666666666666665
764711088,4.6475208591995054E-7,0.07825000000000001
764711089,0.0,0.002
572198053,0.027415233748442916,0.020999999999999998
764711070,0.0,-0.0010000000000000009
764711061,-0.009138636385231835,-0.014666666666666666
586488979,0.00685370050363255,-0.04120000000000001
51959196,-0.02741472833660103,-0.2265
51959192,0.0,-0.1495
51959190,0.0,0.01
51959182,0.0,-0.006000000000000001
572198353,0.0,0.045
67911020,-0.027414536975883648,-0.038500000000000006
67911021,0.0,0.0035
764692635,-0.013706784577894147,0.038
764692636,0.027414503946474187,0.005499999999999994
764692622,0.0,0.05
764692623,-0.005482715547278275,-0.007333333333333333
764692648,0.0,-0.009000000000000001
764692649,0.0,-0.021333333333333333
51960742,0.0,-0.041
764692639,-0.013706866589952474,-0.03266666666666667
792665152,0.0,-0.054
792665153,-0.01370716641563738,0.01933333333333333
764692641,0.0,0.0335
764692642,-0.027414387566365005,0.08650000000000001
764692650,0.0,0.044000000000000004
764692651,0.0,-0.0085
764692633,0.0,-0.041499999999999995
764692634,0.0,-0.097
764692620,0.0,-0.094
764692621,0.0,-0.081
67918492,2.779171266037439E-8,-0.07150000000000001
554739337,-0.02741410160458035,0.062
572232109,0.0,0.013000000000000005
67949737,0.0,-0.24533333333333332
792681514,-0.0045690189788956045,-0.09999999999999999
51931414,0.0,0.15833333333333335
67942088,0.0,-0.5367500000000001
67942087,0.0274149735354771,-1.365
51863187,0.027414617365232114,-0.7847500000000001
51863186,-0.027414492947906398,-0.0845
51862657,0.0,0.5305
572247132,1.3759330831919493E-7,1.056375
722513846,0.010965737596252283,0.5
722513845,0.0,0.0655
783425131,0.0,0.0275
51810149,0.0,0.06639999999999999
554737125,0.0,0.46679999999999994
565383826,0.010965166100904047,-0.28394117647058836
539194916,0.0,0.10400000000000001
762795798,0.0,-2.448375
51884744,0.0,0.31499999999999995
67942089,0.0,0.0365
705797302,0.0,-2.655333333333333
762732453,0.0,-0.2235
51882114,0.0,0.035500000000000004
554733935,0.0,0.661076923076923
540650668,0.0,0.5613333333333334
769172035,0.027412561407178595,1.0373333333333332
565437697,0.0,-0.2363333333333333
51963421,0.0,0.06100000000000001
724069754,0.0,-0.08633333333333328
769172033,0.0,1.7195
572216935,0.0,-0.33499999999999996
711688561,0.0,0.7936666666666667
51728463,0.0,0.186
548083782,0.0,-1.0015
565391347,0.0,-3.2380000000000004
586810469,0.01370751399599475,-2.0598
565383794,0.0,-0.28
586525543,0.0,-0.172
572245503,0.0,0.035
764680465,0.0,0.055499999999999994
760095036,0.0,4.052428571428572
760095040,0.0,0.8501
586810052,0.0,-1.7029999999999998
760095050,0.0,0.6092000000000001
760063138,0.0,0.613
762000766,0.0,3.6849999999999996
548085269,0.0,-1.665
548128122,0.0,-0.5833999999999999
51963422,0.0,-0.2585454545454545
586485420,0.0,0.63025
762784463,0.0,-0.21039999999999998
79672834,0.0,-4.193199999999999
52505179,0.0,-0.11116666666666668
550095260,0.0,-0.13816666666666666
51834276,0.0,-1.0135
762800686,0.0,1.137
51959261,0.0,-0.5285
51961456,0.0,-0.3035
706849301,0.0,-0.36275
576451360,0.0,-2.42925
762784471,0.0,-3.2456666666666667
565380385,0.0,0.271
83573219,0.0,-0.7125
586810046,0.0,-1.9643333333333335
586488978,0.0,-0.41180000000000005
762784454,0.0,-2.55175
548024955,0.0,-1.45025
762000722,0.02741552406107811,-3.624
547984531,0.0,-0.0027499999999999955
547984537,0.0,0.2503333333333333
